index,input_dataset,dataschema_variable,label:en,description:en,valueType,unit,other_format,Categories::label:en,input_variables,Variable label,Variable description,Coding,Unit (abbreviated),`Mlstr_harmo::comment`,`Mlstr_harmo::status`,Mlstr_harmo::status_detail,Mlstr_harmo::rule_category,Mlstr_harmo::algorithm,comment_question_for_cohort,response_from_cohort
66,AGN,sleep_duration,Usual number of hours of sleep - continuous,Usual number of hours of sleep - continuous,decimal,hours,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
67,AGN,sleep_duration_cat,Usual number of hours of sleep - categorical,Usual number of hours of sleep - categorical,integer,,,"1 = 0 to 6 hours; 
2 = 6.5 hours;
3 = 7 hours;
4 = 7.5 hours;
5 = 8 hours;
6 = 8.5 hours;
7 = 9 hours;
8 = 9.5 hours;
9 = 10 hours or more",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
68,AGN,sleep_difficulties,Indicator of whether the participant has difficulties sleeping or not,Indicator of whether the participant has difficulties sleeping or not,integer,,,"0 = Never/Rarely; 
1 = Some difficulties",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
69,AGN,sed_beh_tv_week_all,Daily TV viewing during the week,Daily TV viewing during the week,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
70,AGN,sed_beh_tv_week_days,Daily TV viewing during week days,Daily TV viewing during week days,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
71,AGN,sed_beh_tv_weekend_days,Daily TV viewing during weekend days,Daily TV viewing during weekend days,integer,,,"1 = Less or equal to 1 hour per day ; 
2 = More than 1 hour to less or equal to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
72,AGN,sed_beh_comp_use,Computer use,Time spent using a computer per day on weekdays excluding computer use at work,integer,,,"1 = 0 to less than 1 hour per day ; 
2 = 1 to less than 2 hours per day ; 
3 = 2 to less than 3 hours per day ; 
4 = 3 to less than 4 hours per day ; 
5 = 4 to less than 5 hours per day ; 
6 = 5 to less than 6 hours per day ; 
7 = 6 to less than 7 hours per day ; 
8 = 7 to less than 8 hours per day ; 
9 = 8 to less than 9 hours per day ; 
10 = 9 to less than 10 hours per day ; 
11 = 10 hours or more per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
73,AGN,sed_beh_video_games,Video games,Time spent playing video games per day,integer,,,"1 = Less than 1 hour per day ; 
2 = 1 to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
74,AGN,sed_beh_reading,Reading,Time spent reading per day,integer,,,"1 = 0 to 1 hour per day ; 
2 = More than 1 hour to 3 hours per day ; 
3 = More than 3 hours per day",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
75,AGN,sed_beh_total_sitting,Total sitting,Overall time spent sitting per day,integer,hours,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
76,AGN,sed_beh_total_sitting_cat,Total sitting time - categorical,Overall time spent sitting per day - categorical,integer,hours,,"0 = None ; 
1 = Less than 1 hour per day ; 
2 = One to less than 3 hours per day ; 
3 = Three to less than 5 hours per day ; 
4 = Five to less than 7 hours per day ; 
5 = Seven hours or more per day",YPAS_sitting1,Time spent on sitting on an average day during the past month - wave 1,"Yale Physical Activity Survey conducted during home interview at baseline (wave 1). Self-reported.

Interview item: About how many hours did you spend sitting on an average day during the past month? Response options and scoring: 0= not at all, 1= Less than 1 hr per day, 2= 1 to less than 3 hrs per day, 3= 3 to less than 5 hrs per day, 4= 5 to less than 5 hrs per day, 5= 7+ hrs per day","0= not at all 
1= Less than 1 hr per day
2= 1 to less than 3 hrs per day
3= 3 to less than 5 hrs per day
4= 5 to less than 5 hrs per day
5= 7+ hrs per day
.= missing",,,complete,identical,recode,recode(0=0; 1=1; 2=2; 3=3; 4=4; 5=5; ELSE=NA),,
77,AGN,phy_walking,Walking for leisure,Frequency of walking for leisure per week,integer,,,"1 = Less than once a week ; 
2 = 1 to 5 times a week ; 
3 = 6 times or more a week",YPAS_walk_freq1,Freguence of walks during past month -wave 1,"Yale Physical Activity Survey conducted during home interview at baseline (wave 1). Self-reported. 

Interview item: Think about the walks you have taken during the past month.About how many times per month did you walk for at least 10 minutes or more without stopping which was not strenuous enough to cause large increases in breathing, heart rate or leg fatique or cause you to perspire? Response options and scoring: 0 = Not at all, 1 = 1-3 times per month, 2 = 1-2 times per week, 3 = 3-4 times per week, and 4= 5+ times per week","0 = Not at all 
1 = 1-3 times per month
2 = 1-2 times per week
3 = 3-4 times per week
4 = 5+ times per week
. = missing",,5+ times per week was recoded as 6 times or more a week,complete,compatible,recode,recode(0=1; 1=2; 3=2; 4=3; ELSE=NA),,
78,AGN,phy_occupational_pa,Occupational physical activity,Occupational physical activity,integer,,,"1 = Mostly sedentary-no physical demands ; 
2 = Mostly standing or walking ; 
3 = Standing and walking with lifting or carrying ; 
4 = Strenuous physical work",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
79,AGN,phy_sport_participation,Sport participation,Indicator of whether the participant is participating in sport activity or not,integer,,,"0 = No ; 
1 = Yes",level_of_PA_single_question1,Self-reported level of physical activity based on single question - wave 1,"A modified version of the multiple-choice single question conducted during the home interview at baseline - wave 1 (developed by Grimby 1986) Self-reported. 

Interview item: If you think back over the past year, which of the following best describes your leisure activities? Response options: 1 = Mostly sitting - You usually sit reading, watch TV and spend time doing things while sitting. Your only physical activities are related to performing daily tasks (e.g. washing, dressing)., 2 = Light physical activity - You do light household chores (e.g. heating food, dusting) or gardening and/or go for a walk once or twice a week., 3 = Moderate physical activity for about 3 hours a week - You do normal household chores (e.g. making the bed and cooking) and/or normal gardening (e.g. mowing grass) and/or go for longer walks or cycling., 4 = Moderate physical activity at least 4 hours per week or heavier physical activity at most 4 hours per week - You do moderate physical activity for at least 4 hours, or sports for 1-2 hours per week, or heavier gardening/household work, with the result that you sweat or catch your breath., 5 = Heavier physical activity or moderate exercise for at least 3 hours a week - You run, swim, play tennis or badminton for at least 3 hours a week. If you do not play sports but do heavy gardening or leisure work equally often, you also fall into this group., 6 = You are involved in competitive sports - You either swim or play football or run long distances several times a week.","1 = Mostly sitting
2 = Light physical activity
3 = Moderate physical activity about 3 hours a week
4 = Moderate physical activity at least 4 hours per week or heavier physical activity at most 4 hours per week 
5 = Heavier physical activity or moderate exercise for at least 3 hours a week
6 = You are involved in competitive sports 
. = missing 
",,,complete,compatible,recode,recode(1=0; 2=0; 3=1; 4=1; 5=1; 6=1; ELSE=NA),,
80,AGN,phy_active_commuting,Active commuting,Indicator of whether the participant is engaging in active commuting,integer,,,"0 = No ; 
1 = Yes",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
81,AGN,phy_leisure_time,"Leisure-time physical activity, including sport",Indicator of whether the participant is engaging in physical activity during leisure-time (including sport),integer,,,"0 = No ; 
1 = Yes",level_of_PA_single_question1,Self-reported level of physical activity based on single question - wave 1,"A modified version of the multiple-choice single question conducted during the home interview at baseline - wave 1 (developed by Grimby 1986) Self-reported. 

Interview item: If you think back over the past year, which of the following best describes your leisure activities? Response options: 1 = Mostly sitting - You usually sit reading, watch TV and spend time doing things while sitting. Your only physical activities are related to performing daily tasks (e.g. washing, dressing)., 2 = Light physical activity - You do light household chores (e.g. heating food, dusting) or gardening and/or go for a walk once or twice a week., 3 = Moderate physical activity for about 3 hours a week - You do normal household chores (e.g. making the bed and cooking) and/or normal gardening (e.g. mowing grass) and/or go for longer walks or cycling., 4 = Moderate physical activity at least 4 hours per week or heavier physical activity at most 4 hours per week - You do moderate physical activity for at least 4 hours, or sports for 1-2 hours per week, or heavier gardening/household work, with the result that you sweat or catch your breath., 5 = Heavier physical activity or moderate exercise for at least 3 hours a week - You run, swim, play tennis or badminton for at least 3 hours a week. If you do not play sports but do heavy gardening or leisure work equally often, you also fall into this group., 6 = You are involved in competitive sports - You either swim or play football or run long distances several times a week.","1 = Mostly sitting
2 = Light physical activity
3 = Moderate physical activity about 3 hours a week
4 = Moderate physical activity at least 4 hours per week or heavier physical activity at most 4 hours per week 
5 = Heavier physical activity or moderate exercise for at least 3 hours a week
6 = You are involved in competitive sports 
. = missing 
",,,complete,compatible,recode,recode(1=0; 2=0; 3=1; 4=1; 5=1; 6=1; ELSE=NA),,
82,AGN,phy_mobility_limitation_SF36,Physical function SF36 subscale score,Total score of the physical function subscale of SF38,integer,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
83,AGN,phy_SF36_nb_items,Number of non-missing items,Number of non-missing items in the SF36 physical function subscale,integer,items,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
1,AWH,adm_id,Identification,Participant id,text,,,,IDAlias,Participant identification code,Participant identification code. 6 digit numeric,NA,,,complete,identical,id_creation,IDAlias,,
2,AWH,adm_date,Completion date,Date on which the questionnaire was completed,date,,yyyy-mm-dd,,clinicdate,Date attended the clinic,Date attended the clinic. Date participant attended the clinic. Format is dd/mm/yy,. = missing,,,complete,compatible,,,Please confirm the date format,
3,AWH,sdc_sex,Sex,Sex of the participant,integer,,,"1 = Female ; 
2 = Male",__BLANK__,,,,,Cohort of women,complete,identical,paste,1,,
4,AWH,sdc_age,Age,Age of the participant at the time of questionnaire completion,integer,years,,,mpremage,Participants age,"Participant's age in years. Question is ""What is your age (in years?"".",.= missing,,,complete,identical,direct_mapping,direct_mapping,,
5,AWH,sdc_education,Level of education,Participant's level of education at the time of questionnaire completion,integer,,,"0 = None or lower than high school ; 
1 = High school qualifications ; 
2 = Further education qualifications ; 
3 = University degree and higher",Y8Q125,Participants highest level of education,"Participant highest level of education. Self-reported. Questionnaire item: What is the highest level of qualification you have completed? Response options: No formal qualifications, Year 10 or equivalent (eg School Certificate), Year 12 or equivalent (eg Higher School Certificate), Trade / apprenticeship (eg hairdresser, chef), Certificate / diploma (eg child care, technician), University degree, Higher university degree (eg Grad Dip, Masters, PhD).","1=No formal qualifications;
2= Year 10 or equivalent;
3= Year 12 or equivalent;
4= Trade/apprenticeship;
5= Certificate/Diploma;
6= University degree;
7= Higher university degree;
.= Missing",,,complete,compatible,recode,recode(1=0; 2=0; 3=1; 4=2; 5=2; 6=3; 7=3; ELSE=NA),"Please confirm/adjust/comment the recoding, we are not 100% sure to understand how the education system translate to the categories desired for harmonization.",
